country,role,level,min_eur,max_eur,range_eur
Norway,Python Developer,sme,45,55,10
Norway,Python Developer,st,62,76,14
Norway,Python Developer,co,67,80,13
Norway,QA Analyst,sme,62,71,9
Norway,QA Analyst,st,68,77,9
Norway,QA Analyst,co,68,77,9
Norway,QA Engineer,sme,55,64,9
Norway,QA Engineer,st,73,84,11
Norway,QA Engineer,co,80,90,10
Norway,QA Manager,sme,83,116,33
Norway,QA Manager,st,95,120,25
Norway,QA Manager,co,93,123,30
Norway,Salesforce Developer,sme,44,53,9
Norway,Salesforce Developer,st,47,56,9
Norway,Salesforce Developer,co,68,75,7
Norway,Scrum Master,sme,64,76,12
Norway,Scrum Master,st,69,82,13
Norway,Scrum Master,co,82,98,16
Norway,Software Developer,sme,58,66,8
Norway,Software Developer,st,81,97,16
Norway,Software Developer,co,85,102,17
Norway,Software Engineer,sme,56,73,17
Norway,Software Engineer,st,67,85,18
Norway,Software Engineer,co,93,115,22
Norway,Software Engineering Manager,sme,83,101,18
Norway,Software Engineering Manager,st,101,119,18
Norway,Software Engineering Manager,co,128,150,22
Norway,Solutions Analyst,sme,71,89,18
Norway,Solutions Analyst,st,74,96,22
Norway,Solutions Analyst,co,77,97,20
Norway,Systems Architect,sme,59,68,9
Norway,Systems Architect,st,71,83,12
Norway,Systems Architect,co,124,146,22
Norway,Systems Engineer,sme,64,88,24
Norway,Systems Engineer,st,79,92,13
Norway,Systems Engineer,co,82,94,12
Norway,Test Automation Engineer,sme,40,49,9
Norway,Test Automation Engineer,st,52,58,6
Norway,Test Automation Engineer,co,76,87,11
Poland,Applications Developer,sme,30,33,3
Poland,Applications Developer,st,44,51,7
Poland,Applications Developer,co,38,44,6
Poland,Automation Engineer,sme,24,33,9
Poland,Automation Engineer,st,35,44,9
Poland,Automation Engineer,co,37,46,9
Poland,Backend Developer,sme,26,33,7
Poland,Backend Developer,st,34,41,7
Poland,Backend Developer,co,38,48,10
Poland,BI Analyst,sme,30,34,4
Poland,BI Analyst,st,31,36,5
Poland,BI Analyst,co,30,35,5
Poland,BI Developer,sme,25,33,8
Poland,BI Developer,st,34,41,7
Poland,BI Developer,co,35,42,7
Poland,BI Manager,sme,49,55,6
Poland,BI Manager,st,51,59,8
Poland,BI Manager,co,64,72,8
Poland,Cyber Security Analyst,sme,33,41,8
Poland,Cyber Security Analyst,st,34,42,8
Poland,Cyber Security Analyst,co,33,43,10
Poland,Data Analyst,sme,31,36,5
Poland,Data Analyst,st,33,37,4
Poland,Data Analyst,co,32,37,5
Poland,Data Engineer,sme,29,35,6
Poland,Data Engineer,st,33,43,10
Poland,Data Engineer,co,37,49,12
Poland,Devops Engineer,sme,34,41,7
Poland,Devops Engineer,st,41,51,10
Poland,Devops Engineer,co,47,62,15
Poland,Frontend Developer,sme,33,38,5
Poland,Frontend Developer,st,40,48,8
Poland,Frontend Developer,co,45,56,11
Poland,Full Stack Developer,sme,28,41,13
Poland,Full Stack Developer,st,36,51,15
Poland,Full Stack Developer,co,36,50,14
Poland,Machine Learning Engineer,sme,33,40,7
Poland,Machine Learning Engineer,st,40,48,8
Poland,Machine Learning Engineer,co,44,52,8
Poland,Network Architect,sme,28,38,10
Poland,Network Architect,st,35,42,7
Poland,Network Architect,co,42,51,9
Poland,Python Developer,sme,22,28,6
Poland,Python Developer,st,27,34,7
Poland,Python Developer,co,26,34,8
Poland,QA Analyst,sme,31,35,4
Poland,QA Analyst,st,34,39,5
Poland,QA Analyst,co,35,39,4
Poland,QA Engineer,sme,26,32,6
Poland,QA Engineer,st,31,40,9
Poland,QA Engineer,co,32,41,9
Poland,QA Manager,sme,52,56,4
Poland,QA Manager,st,59,65,6
Poland,QA Manager,co,62,69,7
Poland,Salesforce Developer,sme,24,27,3
Poland,Salesforce Developer,st,25,28,3
Poland,Salesforce Developer,co,30,35,5
Poland,Scrum Master,sme,32,44,12
Poland,Scrum Master,st,33,45,12
Poland,Scrum Master,co,39,54,15
Poland,Software Developer,sme,30,34,4
Poland,Software Developer,st,38,43,5
Poland,Software Developer,co,40,45,5
Poland,Software Engineer,sme,30,40,10
Poland,Software Engineer,st,33,44,11
Poland,Software Engineer,co,43,59,16
Poland,Software Engineering Manager,sme,42,48,6
Poland,Software Engineering Manager,st,53,58,5
Poland,Software Engineering Manager,co,71,80,9
Poland,Solutions Analyst,sme,34,44,10
Poland,Solutions Analyst,st,36,46,10
Poland,Solutions Analyst,co,37,48,11
Poland,Systems Architect,sme,47,52,5
Poland,Systems Architect,st,48,56,8
Poland,Systems Architect,co,63,79,16
Poland,Systems Engineer,sme,37,41,4
Poland,Systems Engineer,st,42,49,7
Poland,Systems Engineer,co,43,50,7
Poland,Test Automation Engineer,sme,24,32,8
Poland,Test Automation Engineer,st,25,32,7
Poland,Test Automation Engineer,co,33,44,11
Portugal,Applications Developer,sme,28,31,3
Portugal,Applications Developer,st,37,45,8
Portugal,Applications Developer,co,38,42,4
Portugal,Automation Engineer,sme,30,37,7
Portugal,Automation Engineer,st,41,47,6
Portugal,Automation Engineer,co,43,48,5
Portugal,Backend Developer,sme,29,35,6
Portugal,Backend Developer,st,34,46,12
Portugal,Backend Developer,co,37,53,16
Portugal,BI Analyst,sme,27,30,3
Portugal,BI Analyst,st,28,32,4
Portugal,BI Analyst,co,28,33,5
Portugal,BI Developer,sme,29,31,2
Portugal,BI Developer,st,34,38,4
Portugal,BI Developer,co,36,39,3
Portugal,BI Manager,sme,55,64,9
Portugal,BI Manager,st,58,68,10
Portugal,BI Manager,co,72,84,12
Portugal,Cyber Security Analyst,sme,39,45,6
Portugal,Cyber Security Analyst,st,46,51,5
Portugal,Cyber Security Analyst,co,46,52,6
Portugal,Data Analyst,sme,32,36,4
Portugal,Data Analyst,st,34,38,4
Portugal,Data Analyst,co,33,38,5
Portugal,Data Engineer,sme,43,57,14
Portugal,Data Engineer,st,57,73,16
Portugal,Data Engineer,co,64,83,19
Portugal,Devops Engineer,sme,34,38,4
Portugal,Devops Engineer,st,39,49,10
Portugal,Devops Engineer,co,46,57,11
Portugal,Frontend Developer,sme,29,37,8
Portugal,Frontend Developer,st,39,48,9
Portugal,Frontend Developer,co,46,56,10
Portugal,Full Stack Developer,sme,32,44,12
Portugal,Full Stack Developer,st,47,58,11
Portugal,Full Stack Developer,co,50,62,12
Portugal,Machine Learning Engineer,sme,33,44,11
Portugal,Machine Learning Engineer,st,44,53,9
Portugal,Machine Learning Engineer,co,46,56,10
Portugal,Network Architect,sme,34,46,12
Portugal,Network Architect,st,37,46,9
Portugal,Network Architect,co,46,56,10
Portugal,Python Developer,sme,25,30,5
Portugal,Python Developer,st,30,38,8
Portugal,Python Developer,co,31,40,9
Portugal,QA Analyst,sme,36,41,5
Portugal,QA Analyst,st,38,44,6
Portugal,QA Analyst,co,41,46,5
Portugal,QA Engineer,sme,28,32,4
Portugal,QA Engineer,st,33,38,5
Portugal,QA Engineer,co,36,40,4
Portugal,QA Manager,sme,58,63,5
Portugal,QA Manager,st,64,78,14
Portugal,QA Manager,co,65,77,12
Portugal,Salesforce Developer,sme,30,34,4
Portugal,Salesforce Developer,st,31,37,6
Portugal,Salesforce Developer,co,32,42,10
Portugal,Scrum Master,sme,34,47,13
Portugal,Scrum Master,st,36,51,15
Portugal,Scrum Master,co,46,58,12
Portugal,Software Developer,sme,33,38,5
Portugal,Software Developer,st,48,55,7
Portugal,Software Developer,co,50,58,8
Portugal,Software Engineer,sme,33,41,8
Portugal,Software Engineer,st,35,50,15
Portugal,Software Engineer,co,46,64,18
Portugal,Software Engineering Manager,sme,52,58,6
Portugal,Software Engineering Manager,st,64,70,6
Portugal,Software Engineering Manager,co,88,93,5
Portugal,Solutions Analyst,sme,44,50,6
Portugal,Solutions Analyst,st,46,52,6
Portugal,Solutions Analyst,co,47,52,5
Portugal,Systems Architect,sme,40,50,10
Portugal,Systems Architect,st,45,54,9
Portugal,Systems Architect,co,66,80,14
Portugal,Systems Engineer,sme,33,41,8
Portugal,Systems Engineer,st,43,56,13
Portugal,Systems Engineer,co,41,56,15
Portugal,Test Automation Engineer,sme,22,33,11
Portugal,Test Automation Engineer,st,27,38,11
Portugal,Test Automation Engineer,co,39,54,15
Romania,Applications Developer,sme,30,34,4
Romania,Applications Developer,st,36,42,6
Romania,Applications Developer,co,40,44,4
Romania,Automation Engineer,sme,20,27,7
Romania,Automation Engineer,st,28,35,7
Romania,Automation Engineer,co,28,36,8
Romania,Backend Developer,sme,27,33,6
Romania,Backend Developer,st,32,43,11
Romania,Backend Developer,co,39,49,10
Romania,BI Analyst,sme,29,35,6
Romania,BI Analyst,st,30,36,6
Romania,BI Analyst,co,31,36,5
Romania,BI Developer,sme,22,24,2
Romania,BI Developer,st,28,33,5
Romania,BI Developer,co,28,34,6
Romania,BI Manager,sme,37,47,10
Romania,BI Manager,st,39,49,10
Romania,BI Manager,co,47,56,9
Romania,Cyber Security Analyst,sme,28,38,10
Romania,Cyber Security Analyst,st,30,39,9
Romania,Cyber Security Analyst,co,28,37,9
Romania,Data Analyst,sme,27,30,3
Romania,Data Analyst,st,28,32,4
Romania,Data Analyst,co,28,32,4
Romania,Data Engineer,sme,24,30,6
Romania,Data Engineer,st,31,40,9
Romania,Data Engineer,co,33,44,11
Romania,Devops Engineer,sme,23,28,5
Romania,Devops Engineer,st,28,35,7
Romania,Devops Engineer,co,32,41,9
Romania,Frontend Developer,sme,26,31,5
Romania,Frontend Developer,st,32,40,8
Romania,Frontend Developer,co,38,49,11
Romania,Full Stack Developer,sme,23,31,8
Romania,Full Stack Developer,st,28,39,11
Romania,Full Stack Developer,co,29,39,10
Romania,Machine Learning Engineer,sme,24,30,6
Romania,Machine Learning Engineer,st,33,38,5
Romania,Machine Learning Engineer,co,31,39,8
Romania,Network Architect,sme,28,33,5
Romania,Network Architect,st,30,37,7
Romania,Network Architect,co,37,51,14
Romania,Python Developer,sme,20,24,4
Romania,Python Developer,st,24,30,6
Romania,Python Developer,co,26,31,5
Romania,QA Analyst,sme,21,26,5
Romania,QA Analyst,st,21,28,7
Romania,QA Analyst,co,21,28,7
Romania,QA Engineer,sme,22,24,2
Romania,QA Engineer,st,29,34,5
Romania,QA Engineer,co,29,34,5
Romania,QA Manager,sme,40,45,5
Romania,QA Manager,st,42,49,7
Romania,QA Manager,co,42,50,8
Romania,Salesforce Developer,sme,19,23,4
Romania,Salesforce Developer,st,20,24,4
Romania,Salesforce Developer,co,26,30,4
Romania,Scrum Master,sme,21,29,8
Romania,Scrum Master,st,22,31,9
Romania,Scrum Master,co,27,37,10
Romania,Software Developer,sme,25,31,6
Romania,Software Developer,st,30,37,7
Romania,Software Developer,co,30,37,7
Romania,Software Engineer,sme,24,32,8
Romania,Software Engineer,st,26,34,8
Romania,Software Engineer,co,34,43,9
Romania,Software Engineering Manager,sme,34,39,5
Romania,Software Engineering Manager,st,41,46,5
Romania,Software Engineering Manager,co,56,61,5
Romania,Solutions Analyst,sme,26,34,8
Romania,Solutions Analyst,st,28,37,9
Romania,Solutions Analyst,co,27,35,8
Romania,Systems Architect,sme,30,32,2
Romania,Systems Architect,st,30,37,7
Romania,Systems Architect,co,53,57,4
Romania,Systems Engineer,sme,25,28,3
Romania,Systems Engineer,st,30,37,7
Romania,Systems Engineer,co,28,38,10
Romania,Test Automation Engineer,sme,18,24,6
Romania,Test Automation Engineer,st,19,28,9
Romania,Test Automation Engineer,co,25,32,7
Spain,Applications Developer,sme,44,48,4
Spain,Applications Developer,st,49,60,11
Spain,Applications Developer,co,43,52,9
Spain,Automation Engineer,sme,32,40,8
Spain,Automation Engineer,st,41,48,7
Spain,Automation Engineer,co,42,48,6
Spain,Backend Developer,sme,49,62,13
Spain,Backend Developer,st,64,84,20
Spain,Backend Developer,co,77,99,22
Spain,BI Analyst,sme,39,46,7
Spain,BI Analyst,st,42,50,8
Spain,BI Analyst,co,42,50,8
Spain,BI Developer,sme,30,35,5
Spain,BI Developer,st,40,46,6
Spain,BI Developer,co,41,49,8
Spain,BI Manager,sme,47,56,9
Spain,BI Manager,st,51,60,9
Spain,BI Manager,co,63,73,10
Spain,Cyber Security Analyst,sme,39,48,9
Spain,Cyber Security Analyst,st,42,50,8
Spain,Cyber Security Analyst,co,43,48,5
Spain,Data Analyst,sme,39,44,5
Spain,Data Analyst,st,42,48,6
Spain,Data Analyst,co,42,49,7
Spain,Data Engineer,sme,37,47,10
Spain,Data Engineer,st,45,58,13
Spain,Data Engineer,co,50,65,15
Spain,Devops Engineer,sme,51,64,13
Spain,Devops Engineer,st,66,84,18
Spain,Devops Engineer,co,79,100,21
Spain,Frontend Developer,sme,38,46,8
Spain,Frontend Developer,st,48,58,10
Spain,Frontend Developer,co,59,68,9
Spain,Full Stack Developer,sme,37,49,12
Spain,Full Stack Developer,st,49,65,16
Spain,Full Stack Developer,co,52,68,16
Spain,Machine Learning Engineer,sme,74,79,5
Spain,Machine Learning Engineer,st,101,112,11
Spain,Machine Learning Engineer,co,110,118,8
Spain,Network Architect,sme,38,44,6
Spain,Network Architect,st,43,49,6
Spain,Network Architect,co,62,69,7
Spain,Python Developer,sme,32,40,8
Spain,Python Developer,st,40,50,10
Spain,Python Developer,co,43,53,10
Spain,QA Analyst,sme,39,43,4
Spain,QA Analyst,st,39,47,8
Spain,QA Analyst,co,40,46,6
Spain,QA Engineer,sme,32,38,6
Spain,QA Engineer,st,39,47,8
Spain,QA Engineer,co,46,49,3
Spain,QA Manager,sme,56,65,9
Spain,QA Manager,st,63,89,26
Spain,QA Manager,co,63,88,25
Spain,Salesforce Developer,sme,31,34,3
Spain,Salesforce Developer,st,33,38,5
Spain,Salesforce Developer,co,35,44,9
Spain,Scrum Master,sme,38,53,15
Spain,Scrum Master,st,41,55,14
Spain,Scrum Master,co,50,65,15
Spain,Software Developer,sme,36,46,10
Spain,Software Developer,st,50,58,8
Spain,Software Developer,co,53,61,8
Spain,Software Engineer,sme,39,54,15
Spain,Software Engineer,st,46,62,16
Spain,Software Engineer,co,65,82,17
Spain,Software Engineering Manager,sme,47,54,7
Spain,Software Engineering Manager,st,59,70,11
Spain,Software Engineering Manager,co,82,99,17
Spain,Solutions Analyst,sme,39,45,6
Spain,Solutions Analyst,st,43,50,7
Spain,Solutions Analyst,co,42,51,9
Spain,Systems Architect,sme,43,48,5
Spain,Systems Architect,st,46,53,7
Spain,Systems Architect,co,74,89,15
Spain,Systems Engineer,sme,47,60,13
Spain,Systems Engineer,st,57,74,17
Spain,Systems Engineer,co,60,76,16
Spain,Test Automation Engineer,sme,28,34,6
Spain,Test Automation Engineer,st,30,38,8
Spain,Test Automation Engineer,co,38,48,10
Sweden,Applications Developer,sme,48,54,6
Sweden,Applications Developer,st,51,59,8
Sweden,Applications Developer,co,54,60,6
Sweden,Automation Engineer,sme,46,57,11
Sweden,Automation Engineer,st,63,77,14
Sweden,Automation Engineer,co,66,78,12
Sweden,Backend Developer,sme,52,66,14
Sweden,Backend Developer,st,69,89,20
Sweden,Backend Developer,co,82,106,24
Sweden,BI Analyst,sme,48,56,8
Sweden,BI Analyst,st,52,60,8
Sweden,BI Analyst,co,53,61,8
Sweden,BI Developer,sme,50,62,12
Sweden,BI Developer,st,70,83,13
Sweden,BI Developer,co,74,86,12
Sweden,BI Manager,sme,78,91,13
Sweden,BI Manager,st,81,94,13
Sweden,BI Manager,co,103,115,12
Sweden,Cyber Security Analyst,sme,55,62,7
Sweden,Cyber Security Analyst,st,61,67,6
Sweden,Cyber Security Analyst,co,62,68,6
Sweden,Data Analyst,sme,57,65,8
Sweden,Data Analyst,st,62,71,9
Sweden,Data Analyst,co,63,71,8
Sweden,Data Engineer,sme,46,59,13
Sweden,Data Engineer,st,57,73,16
Sweden,Data Engineer,co,66,87,21
Sweden,Devops Engineer,sme,52,65,13
Sweden,Devops Engineer,st,67,86,19
Sweden,Devops Engineer,co,81,101,20
Sweden,Frontend Developer,sme,49,60,11
Sweden,Frontend Developer,st,69,82,13
Sweden,Frontend Developer,co,82,98,16
Sweden,Full Stack Developer,sme,53,70,17
Sweden,Full Stack Developer,st,74,96,22
Sweden,Full Stack Developer,co,80,103,23
Sweden,Machine Learning Engineer,sme,53,64,11
Sweden,Machine Learning Engineer,st,76,88,12
Sweden,Machine Learning Engineer,co,84,95,11
Sweden,Network Architect,sme,50,62,12
Sweden,Network Architect,st,56,69,13
Sweden,Network Architect,co,73,94,21
Sweden,Python Developer,sme,38,44,6
Sweden,Python Developer,st,46,57,11
Sweden,Python Developer,co,48,59,11
Sweden,QA Analyst,sme,46,53,7
Sweden,QA Analyst,st,51,57,6
Sweden,QA Analyst,co,50,55,5
Sweden,QA Engineer,sme,44,51,7
Sweden,QA Engineer,st,52,63,11
Sweden,QA Engineer,co,54,69,15
Sweden,QA Manager,sme,76,107,31
Sweden,QA Manager,st,85,115,30
Sweden,QA Manager,co,85,115,30
Sweden,Salesforce Developer,sme,38,45,7
Sweden,Salesforce Developer,st,39,48,9
Sweden,Salesforce Developer,co,55,64,9
Sweden,Scrum Master,sme,46,54,8
Sweden,Scrum Master,st,52,59,7
Sweden,Scrum Master,co,64,71,7
Sweden,Software Developer,sme,56,63,7
Sweden,Software Developer,st,77,92,15
Sweden,Software Developer,co,83,95,12
Sweden,Software Engineer,sme,44,61,17
Sweden,Software Engineer,st,48,66,18
Sweden,Software Engineer,co,66,88,22
Sweden,Software Engineering Manager,sme,78,87,9
Sweden,Software Engineering Manager,st,98,109,11
Sweden,Software Engineering Manager,co,133,152,19
Sweden,Solutions Analyst,sme,46,59,13
Sweden,Solutions Analyst,st,49,63,14
Sweden,Solutions Analyst,co,49,62,13
Sweden,Systems Architect,sme,66,71,5
Sweden,Systems Architect,st,70,84,14
Sweden,Systems Architect,co,120,146,26
Sweden,Systems Engineer,sme,57,70,13
Sweden,Systems Engineer,st,71,92,21
Sweden,Systems Engineer,co,74,94,20
Sweden,Test Automation Engineer,sme,35,44,9
Sweden,Test Automation Engineer,st,39,47,8
Sweden,Test Automation Engineer,co,49,55,6
Switzerland,Applications Developer,sme,75,85,10
Switzerland,Applications Developer,st,100,116,16
Switzerland,Applications Developer,co,104,113,9
Switzerland,Automation Engineer,sme,83,92,9
Switzerland,Automation Engineer,st,109,122,13
Switzerland,Automation Engineer,co,114,124,10
Switzerland,Backend Developer,sme,81,113,32
Switzerland,Backend Developer,st,107,137,30
Switzerland,Backend Developer,co,128,161,33
Switzerland,BI Analyst,sme,84,96,12
Switzerland,BI Analyst,st,90,104,14
Switzerland,BI Analyst,co,91,105,14
Switzerland,BI Developer,sme,80,94,14
Switzerland,BI Developer,st,106,126,20
Switzerland,BI Developer,co,111,131,20
Switzerland,BI Manager,sme,148,166,18
Switzerland,BI Manager,st,159,178,19
Switzerland,BI Manager,co,198,220,22
Switzerland,Cyber Security Analyst,sme,121,136,15
Switzerland,Cyber Security Analyst,st,133,150,17
Switzerland,Cyber Security Analyst,co,134,152,18
Switzerland,Data Analyst,sme,113,143,30
Switzerland,Data Analyst,st,120,145,25
Switzerland,Data Analyst,co,121,147,26
Switzerland,Data Engineer,sme,90,112,22
Switzerland,Data Engineer,st,118,142,24
Switzerland,Data Engineer,co,140,162,22
Switzerland,Devops Engineer,sme,89,108,19
Switzerland,Devops Engineer,st,118,144,26
Switzerland,Devops Engineer,co,140,170,30
Switzerland,Frontend Developer,sme,93,114,21
Switzerland,Frontend Developer,st,124,145,21
Switzerland,Frontend Developer,co,145,179,34
Switzerland,Full Stack Developer,sme,91,107,16
Switzerland,Full Stack Developer,st,129,152,23
Switzerland,Full Stack Developer,co,138,160,22
Switzerland,Machine Learning Engineer,sme,89,116,27
Switzerland,Machine Learning Engineer,st,120,141,21
Switzerland,Machine Learning Engineer,co,131,156,25
Switzerland,Network Architect,sme,104,127,23
Switzerland,Network Architect,st,112,137,25
Switzerland,Network Architect,co,148,179,31
Switzerland,Python Developer,sme,77,93,16
Switzerland,Python Developer,st,104,124,20
Switzerland,Python Developer,co,115,132,17
Switzerland,QA Analyst,sme,99,114,15
Switzerland,QA Analyst,st,110,121,11
Switzerland,QA Analyst,co,111,121,10
Switzerland,QA Engineer,sme,72,84,12
Switzerland,QA Engineer,st,96,110,14
Switzerland,QA Engineer,co,105,118,13
Switzerland,QA Manager,sme,148,154,6
Switzerland,QA Manager,st,166,186,20
Switzerland,QA Manager,co,165,186,21
Switzerland,Salesforce Developer,sme,72,80,8
Switzerland,Salesforce Developer,st,76,86,10
Switzerland,Salesforce Developer,co,98,111,13
Switzerland,Scrum Master,sme,110,128,18
Switzerland,Scrum Master,st,118,136,18
Switzerland,Scrum Master,co,141,160,19
Switzerland,Software Developer,sme,84,102,18
Switzerland,Software Developer,st,119,145,26
Switzerland,Software Developer,co,127,152,25
Switzerland,Software Engineer,sme,76,98,22
Switzerland,Software Engineer,st,90,115,25
Switzerland,Software Engineer,co,124,156,32
Switzerland,Software Engineering Manager,sme,132,151,19
Switzerland,Software Engineering Manager,st,155,179,24
Switzerland,Software Engineering Manager,co,202,232,30
Switzerland,Solutions Analyst,sme,79,98,19
Switzerland,Solutions Analyst,st,85,102,17
Switzerland,Solutions Analyst,co,86,103,17
Switzerland,Systems Architect,sme,101,121,20
Switzerland,Systems Architect,st,111,130,19
Switzerland,Systems Architect,co,199,220,21
Switzerland,Systems Engineer,sme,118,141,23
Switzerland,Systems Engineer,st,151,177,26
Switzerland,Systems Engineer,co,159,187,28
Switzerland,Test Automation Engineer,sme,64,73,9
Switzerland,Test Automation Engineer,st,81,88,7
Switzerland,Test Automation Engineer,co,112,123,11
Ukraine,Applications Developer,sme,14,18,4
Ukraine,Applications Developer,st,20,24,4
Ukraine,Applications Developer,co,18,22,4
Ukraine,Automation Engineer,sme,14,20,6
Ukraine,Automation Engineer,st,16,23,7
Ukraine,Automation Engineer,co,18,26,8
Ukraine,Backend Developer,sme,17,20,3
Ukraine,Backend Developer,st,22,26,4
Ukraine,Backend Developer,co,25,32,7
Ukraine,BI Analyst,sme,15,18,3
Ukraine,BI Analyst,st,15,21,6
Ukraine,BI Analyst,co,15,21,6
Ukraine,BI Developer,sme,16,20,4
Ukraine,BI Developer,st,22,26,4
Ukraine,BI Developer,co,26,31,5
Ukraine,BI Manager,sme,32,38,6
Ukraine,BI Manager,st,35,40,5
Ukraine,BI Manager,co,42,47,5
Ukraine,Cyber Security Analyst,sme,24,28,4
Ukraine,Cyber Security Analyst,st,23,28,5
Ukraine,Cyber Security Analyst,co,23,28,5
Ukraine,Data Analyst,sme,20,25,5
Ukraine,Data Analyst,st,22,27,5
Ukraine,Data Analyst,co,24,27,3
Ukraine,Data Engineer,sme,25,32,7
Ukraine,Data Engineer,st,32,41,9
Ukraine,Data Engineer,co,36,46,10
Ukraine,Devops Engineer,sme,14,18,4
Ukraine,Devops Engineer,st,16,20,4
Ukraine,Devops Engineer,co,18,23,5
Ukraine,Frontend Developer,sme,14,19,5
Ukraine,Frontend Developer,st,17,21,4
Ukraine,Frontend Developer,co,20,23,3
Ukraine,Full Stack Developer,sme,21,28,7
Ukraine,Full Stack Developer,st,27,38,11
Ukraine,Full Stack Developer,co,30,41,11
Ukraine,Machine Learning Engineer,sme,18,26,8
Ukraine,Machine Learning Engineer,st,26,33,7
Ukraine,Machine Learning Engineer,co,26,37,11
Ukraine,Network Architect,sme,23,26,3
Ukraine,Network Architect,st,27,33,6
Ukraine,Network Architect,co,33,41,8
Ukraine,Python Developer,sme,11,14,3
Ukraine,Python Developer,st,13,16,3
Ukraine,Python Developer,co,12,15,3
Ukraine,QA Analyst,sme,18,24,6
Ukraine,QA Analyst,st,25,28,3
Ukraine,QA Analyst,co,25,28,3
Ukraine,QA Engineer,sme,16,19,3
Ukraine,QA Engineer,st,18,23,5
Ukraine,QA Engineer,co,17,23,6
Ukraine,QA Manager,sme,34,40,6
Ukraine,QA Manager,st,34,37,3
Ukraine,QA Manager,co,34,37,3
Ukraine,Salesforce Developer,sme,19,24,5
Ukraine,Salesforce Developer,st,18,23,5
Ukraine,Salesforce Developer,co,22,30,8
Ukraine,Scrum Master,sme,16,22,6
Ukraine,Scrum Master,st,17,22,5
Ukraine,Scrum Master,co,20,28,8
Ukraine,Software Developer,sme,11,19,8
Ukraine,Software Developer,st,16,23,7
Ukraine,Software Developer,co,17,25,8
Ukraine,Software Engineer,sme,14,21,7
Ukraine,Software Engineer,st,15,22,7
Ukraine,Software Engineer,co,22,30,8
Ukraine,Software Engineering Manager,sme,35,38,3
Ukraine,Software Engineering Manager,st,40,45,5
Ukraine,Software Engineering Manager,co,58,63,5
Ukraine,Solutions Analyst,sme,27,36,9
Ukraine,Solutions Analyst,st,31,39,8
Ukraine,Solutions Analyst,co,32,39,7
Ukraine,Systems Architect,sme,13,16,3
Ukraine,Systems Architect,st,18,22,4
Ukraine,Systems Architect,co,20,32,12
Ukraine,Systems Engineer,sme,30,36,6
Ukraine,Systems Engineer,st,39,47,8
Ukraine,Systems Engineer,co,40,49,9
Ukraine,Test Automation Engineer,sme,13,18,5
Ukraine,Test Automation Engineer,st,16,21,5
Ukraine,Test Automation Engineer,co,22,30,8
United Kingdom,Applications Developer,sme,53,61,8
United Kingdom,Applications Developer,st,62,75,13
United Kingdom,Applications Developer,co,63,70,7
United Kingdom,Automation Engineer,sme,50,53,3
United Kingdom,Automation Engineer,st,59,64,5
United Kingdom,Automation Engineer,co,60,66,6
United Kingdom,Backend Developer,sme,52,62,10
United Kingdom,Backend Developer,st,63,79,16
United Kingdom,Backend Developer,co,72,92,20
United Kingdom,BI Analyst,sme,57,62,5
United Kingdom,BI Analyst,st,60,65,5
United Kingdom,BI Analyst,co,60,66,6
United Kingdom,BI Developer,sme,51,58,7
United Kingdom,BI Developer,st,65,74,9
United Kingdom,BI Developer,co,68,77,9
United Kingdom,BI Manager,sme,70,81,11
United Kingdom,BI Manager,st,75,86,11
United Kingdom,BI Manager,co,98,106,8
United Kingdom,Cyber Security Analyst,sme,62,79,17
United Kingdom,Cyber Security Analyst,st,65,80,15
United Kingdom,Cyber Security Analyst,co,66,81,15
United Kingdom,Data Analyst,sme,50,60,10
United Kingdom,Data Analyst,st,53,63,10
United Kingdom,Data Analyst,co,52,63,11
United Kingdom,Data Engineer,sme,57,73,16
United Kingdom,Data Engineer,st,66,87,21
United Kingdom,Data Engineer,co,76,101,25
United Kingdom,Devops Engineer,sme,56,69,13
United Kingdom,Devops Engineer,st,66,81,15
United Kingdom,Devops Engineer,co,77,91,14
United Kingdom,Frontend Developer,sme,58,68,10
United Kingdom,Frontend Developer,st,66,75,9
United Kingdom,Frontend Developer,co,78,94,16
United Kingdom,Full Stack Developer,sme,57,71,14
United Kingdom,Full Stack Developer,st,77,92,15
United Kingdom,Full Stack Developer,co,81,96,15
United Kingdom,Machine Learning Engineer,sme,62,75,13
United Kingdom,Machine Learning Engineer,st,71,87,16
United Kingdom,Machine Learning Engineer,co,74,91,17
United Kingdom,Network Architect,sme,60,68,8
United Kingdom,Network Architect,st,64,74,10
United Kingdom,Network Architect,co,79,97,18
United Kingdom,Python Developer,sme,48,58,10
United Kingdom,Python Developer,st,59,71,12
United Kingdom,Python Developer,co,60,72,12
United Kingdom,QA Analyst,sme,57,65,8
United Kingdom,QA Analyst,st,61,70,9
United Kingdom,QA Analyst,co,62,70,8
United Kingdom,QA Engineer,sme,52,58,6
United Kingdom,QA Engineer,st,62,69,7
United Kingdom,QA Engineer,co,64,68,4
United Kingdom,QA Manager,sme,78,100,22
United Kingdom,QA Manager,st,89,123,34
United Kingdom,QA Manager,co,88,124,36
United Kingdom,Salesforce Developer,sme,48,56,8
United Kingdom,Salesforce Developer,st,48,56,8
United Kingdom,Salesforce Developer,co,53,63,10
United Kingdom,Scrum Master,sme,46,56,10
United Kingdom,Scrum Master,st,52,59,7
United Kingdom,Scrum Master,co,65,80,15
